Lipid_ID	Lipid_Name	Lipid_Name_Tot	Lipid_Name_LION	Lipid_Class	FA_1	FA_2	Sat_status_FA1	Sat_status_FA2	FA_status_FA1	FA_status_FA2	Unsat_position_FA1	Unsat_position_FA2	HMDB_ID	KEGG_ID	LION_ID	cellular_component	Function	Total_Carb	Total_Unsat	Carbon_numb_FA1	Carbon_numb_FA2	Unsat_numb_FA1	Unsat_numb_FA2	PhysicoChemical	PathwaysKegg
PI.14.0.22.6.	PI(14:0_22:6)	PI(36:6)	PI(14:0/22:6)	PI	(14:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0012221	endoplasmic reticulum (ER)	membrane component	36	6	14	22	0	6	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.14.1.14.1.	PI(14:1_14:1)	PI(28:2)	PI(14:1/14:1)	PI	(14:1)	(14:1)	MUFA	MUFA	Even	Even								28	2	14	14	1	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons"	NA
PI.16.0.14.0.	PI(16:0_14:0)	PI(30:0)	PI(14:0/16:0)	PI	(16:0)	(14:0)	SFA	SFA	Even	Even					LION:0012205			30	0	16	14	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons"	NA
PI.16.0.16.0.	PI(16:0_16:0)	PI(32:0)	PI(16:0/16:0)	PI	(16:0)	(16:0)	SFA	SFA	Even	Even					LION:0003399	endoplasmic reticulum (ER)	membrane component	32	0	16	16	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons"	NA
PI.16.0.16.1.	PI(16:0_16:1)	PI(32:1)	PI(16:0/16:1)	PI	(16:0)	(16:1)	SFA	MUFA	Even	Even					LION:0012225	endoplasmic reticulum (ER)	membrane component	32	1	16	16	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons"	NA
PI.16.0.18.0.	PI(16:0_18:0)	PI(34:0)	PI(16:0/18:0)	PI	(16:0)	(18:0)	SFA	SFA	Even	Even					LION:0003406	endoplasmic reticulum (ER)	membrane component	34	0	16	18	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.16.0.18.1.	PI(16:0_18:1)	PI(34:1)	PI(16:0/18:1)	PI	(16:0)	(18:1)	SFA	MUFA	Even	Even					LION:0003402	endoplasmic reticulum (ER)	membrane component	34	1	16	18	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.16.0.18.2.	PI(16:0_18:2)	PI(34:2)	PI(16:0/18:2)	PI	(16:0)	(18:2)	SFA	PUFA	Even	Even		omega_6			LION:0004301	endoplasmic reticulum (ER)	membrane component	34	2	16	18	0	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.16.0.18.3.	PI(16:0_18:3)	PI(34:3)	PI(16:0/18:3)	PI	(16:0)	(18:3)	SFA	PUFA	Even	Even		omega_3			LION:0012226	endoplasmic reticulum (ER)	membrane component	34	3	16	18	0	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.16.0.20.1.	PI(16:0_20:1)	PI(36:1)	PI(16:0/20:1)	PI	(16:0)	(20:1)	SFA	MUFA	Even	Even					LION:0003432	endoplasmic reticulum (ER)	membrane component	36	1	16	20	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.16.0.20.2.	PI(16:0_20:2)	PI(36:2)	PI(16:0/20:2)	PI	(16:0)	(20:2)	SFA	PUFA	Even	Even					LION:0003426	endoplasmic reticulum (ER)	membrane component	36	2	16	20	0	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.16.0.20.3.	PI(16:0_20:3)	PI(36:3)	PI(16:0/20:3)	PI	(16:0)	(20:3)	SFA	PUFA	Even	Even		omega_6			LION:0003420	endoplasmic reticulum (ER)	membrane component	36	3	16	20	0	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.16.0.20.4.	PI(16:0_20:4)	PI(36:4)	PI(16:0/20:4)	PI	(16:0)	(20:4)	SFA	PUFA	Even	Even		omega_6			LION:0003414	endoplasmic reticulum (ER)	membrane component	36	4	16	20	0	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.16.0.20.5.	PI(16:0_20:5)	PI(36:5)	PI(16:0/20:5)	PI	(16:0)	(20:5)	SFA	PUFA	Even	Even		omega_3			LION:0003409	endoplasmic reticulum (ER)	membrane component	36	5	16	20	0	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.16.0.22.4.	PI(16:0_22:4)	PI(38:4)	PI(16:0/22:4)	PI	(16:0)	(22:4)	SFA	PUFA	Even	Even		omega_6			LION:0003456	endoplasmic reticulum (ER)	membrane component	38	4	16	22	0	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.16.0.22.5.	PI(16:0_22:5)	PI(38:5)	PI(16:0/22:5)	PI	(16:0)	(22:5)	SFA	PUFA	Even	Even		omega_3			LION:0003448	endoplasmic reticulum (ER)	membrane component	38	5	16	22	0	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.16.0.22.6.	PI(16:0_22:6)	PI(38:6)	PI(16:0/22:6)	PI	(16:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0003441	endoplasmic reticulum (ER)	membrane component	38	6	16	22	0	6	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.18.0.14.0.	PI(18:0_14:0)	PI(32:0)	PI(14:0/18:0)	PI	(18:0)	(14:0)	SFA	SFA	Even	Even					LION:0003398			32	0	18	14	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.0.16.1.	PI(18:0_16:1)	PI(34:1)	PI(16:1/18:0)	PI	(18:0)	(16:1)	SFA	MUFA	Even	Even					LION:0003403			34	1	18	16	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.18.0.18.0.	PI(18:0_18:0)	PI(36:0)	PI(18:0/18:0)	PI	(18:0)	(18:0)	SFA	SFA	Even	Even					LION:0003438	endoplasmic reticulum (ER)	membrane component	36	0	18	18	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.0.18.1.	PI(18:0_18:1)	PI(36:1)	PI(18:0/18:1)	PI	(18:0)	(18:1)	SFA	MUFA	Even	Even					LION:0003434	endoplasmic reticulum (ER)	membrane component	36	1	18	18	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.0.18.2.	PI(18:0_18:2)	PI(36:2)	PI(18:0/18:2)	PI	(18:0)	(18:2)	SFA	PUFA	Even	Even		omega_6			LION:0003428	endoplasmic reticulum (ER)	membrane component	36	2	18	18	0	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.0.18.3.	PI(18:0_18:3)	PI(36:3)	PI(18:0/18:3)	PI	(18:0)	(18:3)	SFA	PUFA	Even	Even		omega_3			LION:0003422	endoplasmic reticulum (ER)	membrane component	36	3	18	18	0	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.0.20.0.	PI(18:0_20:0)	PI(38:0)	PI(18:0/20:0)	PI	(18:0)	(20:0)	SFA	SFA	Even	Even					LION:0003486	endoplasmic reticulum (ER)	membrane component	38	0	18	20	0	0	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.20.1.	PI(18:0_20:1)	PI(38:1)	PI(18:0/20:1)	PI	(18:0)	(20:1)	SFA	MUFA	Even	Even					LION:0003481	endoplasmic reticulum (ER)	membrane component	38	1	18	20	0	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.20.2.	PI(18:0_20:2)	PI(38:2)	PI(18:0/20:2)	PI	(18:0)	(20:2)	SFA	PUFA	Even	Even					LION:0003474	endoplasmic reticulum (ER)	membrane component	38	2	18	20	0	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.20.3.	PI(18:0_20:3)	PI(38:3)	PI(18:0/20:3)	PI	(18:0)	(20:3)	SFA	PUFA	Even	Even		omega_6			LION:0003466	endoplasmic reticulum (ER)	membrane component	38	3	18	20	0	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.20.4.	PI(18:0_20:4)	PI(38:4)	PI(18:0/20:4)	PI	(18:0)	(20:4)	SFA	PUFA	Even	Even		omega_6			LION:0003458	endoplasmic reticulum (ER)	membrane component	38	4	18	20	0	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.20.5.	PI(18:0_20:5)	PI(38:5)	PI(18:0/20:5)	PI	(18:0)	(20:5)	SFA	PUFA	Even	Even		omega_3			LION:0003450	endoplasmic reticulum (ER)	membrane component	38	5	18	20	0	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.0.22.4.	PI(18:0_22:4)	PI(40:4)	PI(18:0/22:4)	PI	(18:0)	(22:4)	SFA	PUFA	Even	Even		omega_6			LION:0004194	endoplasmic reticulum (ER)	membrane component	40	4	18	22	0	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.18.0.22.5.	PI(18:0_22:5)	PI(40:5)	PI(18:0/22:5)	PI	(18:0)	(22:5)	SFA	PUFA	Even	Even		omega_3			LION:0004184	endoplasmic reticulum (ER)	membrane component	40	5	18	22	0	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.18.0.22.6.	PI(18:0_22:6)	PI(40:6)	PI(18:0/22:6)	PI	(18:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0012251	endoplasmic reticulum (ER)	membrane component	40	6	18	22	0	6	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.18.1.16.1.	PI(18:1_16:1)	PI(34:2)	PI(16:1/18:1)	PI	(18:1)	(16:1)	MUFA	MUFA	Even	Even					LION:0004302			34	2	18	16	1	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons"	NA
PI.18.1.18.1.	PI(18:1_18:1)	PI(36:2)	PI(18:1/18:1)	PI	(18:1)	(18:1)	MUFA	MUFA	Even	Even					LION:0003429	endoplasmic reticulum (ER)	membrane component	36	2	18	18	1	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.1.18.2.	PI(18:1_18:2)	PI(36:3)	PI(18:1/18:2)	PI	(18:1)	(18:2)	MUFA	PUFA	Even	Even		omega_6			LION:0003423	endoplasmic reticulum (ER)	membrane component	36	3	18	18	1	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.1.18.3.	PI(18:1_18:3)	PI(36:4)	PI(18:1/18:3)	PI	(18:1)	(18:3)	MUFA	PUFA	Even	Even		omega_3			LION:0003416	endoplasmic reticulum (ER)	membrane component	36	4	18	18	1	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 18 carbons"	NA
PI.18.1.20.1.	PI(18:1_20:1)	PI(38:2)	PI(18:1/20:1)	PI	(18:1)	(20:1)	MUFA	MUFA	Even	Even					LION:0003475	endoplasmic reticulum (ER)	membrane component	38	2	18	20	1	1	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.1.20.2.	PI(18:1_20:2)	PI(38:3)	PI(18:1/20:2)	PI	(18:1)	(20:2)	MUFA	PUFA	Even	Even					LION:0003467	endoplasmic reticulum (ER)	membrane component	38	3	18	20	1	2	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.1.20.3.	PI(18:1_20:3)	PI(38:4)	PI(18:1/20:3)	PI	(18:1)	(20:3)	MUFA	PUFA	Even	Even		omega_6			LION:0003459	endoplasmic reticulum (ER)	membrane component	38	4	18	20	1	3	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.1.20.4.	PI(18:1_20:4)	PI(38:5)	PI(18:1/20:4)	PI	(18:1)	(20:4)	MUFA	PUFA	Even	Even		omega_6			LION:0003451	endoplasmic reticulum (ER)	membrane component	38	5	18	20	1	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.1.20.5.	PI(18:1_20:5)	PI(38:6)	PI(18:1/20:5)	PI	(18:1)	(20:5)	MUFA	PUFA	Even	Even		omega_3			LION:0003443	endoplasmic reticulum (ER)	membrane component	38	6	18	20	1	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons"	NA
PI.18.1.22.4.	PI(18:1_22:4)	PI(40:5)	PI(18:1/22:4)	PI	(18:1)	(22:4)	MUFA	PUFA	Even	Even		omega_6			LION:0004185	endoplasmic reticulum (ER)	membrane component	40	5	18	22	1	4	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
PI.18.1.22.5.	PI(18:1_22:5)	PI(40:6)	PI(18:1/22:5)	PI	(18:1)	(22:5)	MUFA	PUFA	Even	Even		omega_3			LION:0012264	endoplasmic reticulum (ER)	membrane component	40	6	18	22	1	5	"glycerophospholipids [GP];glycerophosphoinositols [GP06];diacylglycerophosphoinositols [GP0601];headgroup with negative charge;positive intrinsic curvature;fatty acid with less than 2 double bonds;monounsaturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons"	NA
