pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human),KEGG,5,SREBF1;CYC1;TGFB1;UQCRC1;MLX,149 (149),0.658,1,0,,1 (2),1,1,0.933,1
Allograft Rejection,Wikipathways,3,TGFB1;COL5A1;TUBA1B,91 (91),0.666,1,0,,5 (10),1,1,0.937,1
Insulin-mediated glucose transport,PID,1,PPP1CC,29 (29),0.669,1,0,,3 (3),1,1,0.938,1
nfkb activation by nontypeable hemophilus influenzae,BioCarta,1,TGFB1,29 (29),0.669,1,0,,1 (1),1,1,0.938,1
Lipid Metabolism Pathway,Wikipathways,1,ACACA,29 (29),0.669,1,0,,8 (14),1,1,0.938,1
Signaling events mediated by focal adhesion kinase,PID,2,ACTN4;DOCK1,62 (62),0.679,1,0,,3 (3),1,1,0.942,1
Longevity regulating pathway - multiple species - Homo sapiens (human),KEGG,2,HDAC1;HDAC2,62 (62),0.679,1,0,,2 (2),1,1,0.942,1
Beta2 integrin cell surface interactions,PID,1,F10,30 (30),0.681,1,0,,1 (6),1,1,0.943,1
Regulation of CDC42 activity,PID,1,RACGAP1,30 (30),0.681,1,0,,3 (3),1,1,0.943,1
Pentose phosphate pathway - Homo sapiens (human),KEGG,1,PFKL,30 (30),0.681,1,0,,22 (35),1,1,0.943,1
Dopaminergic Neurogenesis,Wikipathways,1,TGFB1,30 (30),0.681,1,0,,1 (1),1,1,0.943,1
Integrin,INOH,4,DOCK1;COL5A1;VCAN;FN1,124 (124),0.685,1,0,,2 (2),1,1,0.944,1
Breast cancer pathway,Wikipathways,5,RAD51;LRP5;CDK4;E2F1;CDK6,154 (154),0.686,1,0,,4 (4),1,1,0.945,1
Post-translational modification: synthesis of GPI-anchored proteins,Reactome,3,PIGO;PIGU;GPLD1,94 (95),0.687,1,0,,13 (21),1,1,0.945,1
Endochondral Ossification,Wikipathways,2,TGFB1;SPP1,63 (63),0.687,1,0,,2 (4),1,1,0.945,1
Statin Pathway,Wikipathways,1,SCARB1,31 (31),0.693,1,0,,8 (17),1,1,0.947,1
amb2 Integrin signaling,PID,1,HMGB1,31 (31),0.693,1,0,,2 (6),1,1,0.947,1
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia,BioCarta,1,ACTN4,31 (31),0.693,1,0,,1 (1),1,1,0.947,1
Peroxisomal protein import,Reactome,2,NOS2;ECI2,64 (64),0.696,1,0,,1 (1),1,1,0.948,1
mTOR signaling pathway,PID,2,SREBF1;CDK2,64 (65),0.696,1,0,,5 (5),1,1,0.948,1
Monoamine Transport,Wikipathways,1,CDC25C,32 (32),0.704,1,0,,8 (14),1,1,0.951,1
Alpha-synuclein signaling,PID,1,PPP2R5D,32 (32),0.704,1,0,,3 (3),1,1,0.951,1
White fat cell differentiation,Wikipathways,1,SREBF1,32 (32),0.704,1,0,,1 (2),1,1,0.951,1
Syndecan-4-mediated signaling events,PID,1,FN1,32 (32),0.704,1,0,,2 (2),1,1,0.951,1
Thiopurine Pathway_ Pharmacokinetics/Pharmacodynamics,PharmGKB,1,GSTM1,32 (32),0.704,1,0,,3 (4),1,1,0.951,1
ROS_ RNS production in phagocytes,Reactome,1,NOS2,32 (32),0.704,1,0,,16 (21),1,1,0.951,1
Prostate cancer - Homo sapiens (human),KEGG,3,CDK2;E2F1;HSP90AB1,97 (97),0.707,1,0,,11 (11),1,1,0.952,1
Metabolism of steroid hormones,Reactome,1,HSD17B12,33 (33),0.715,1,0,,30 (36),1,1,0.955,1
ceramide signaling pathway,BioCarta,1,AIFM1,33 (33),0.715,1,0,,2 (2),1,1,0.955,1
Cargo concentration in the ER,Reactome,1,CTSC,33 (33),0.715,1,0,,1 (5),1,1,0.955,1
Endothelin Pathways,Wikipathways,1,ATP2A2,33 (33),0.715,1,0,,12 (12),1,1,0.955,1
AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human),KEGG,3,TGFB1;CDK4;FN1,99 (99),0.72,1,0,,6 (10),1,1,0.957,1
PI3K-Akt Signaling Pathway,Wikipathways,11,PIK3AP1;SPP1;MET;COMP;PPP2R5D;CDK2;MYB;CDK4;CDK6;HSP90AB1;FN1,339 (340),0.725,1,0,,3 (4),1,1,0.958,1
Measles - Homo sapiens (human),KEGG,4,CDK2;IFNGR1;CDK6;CDK4,131 (132),0.726,1,0,,1 (1),1,1,0.958,1
Fatty Acid Beta Oxidation,Wikipathways,1,TPI1,34 (34),0.726,1,0,,29 (34),1,1,0.959,1
COPI-independent Golgi-to-ER retrograde traffic,Reactome,1,GALNT1,34 (34),0.726,1,0,,7 (8),1,1,0.959,1
Collagen degradation,Reactome,1,ELANE,35 (35),0.736,1,0,,3 (5),1,1,0.962,1
Signaling mediated by p38-alpha and p38-beta,PID,1,NOS2,35 (35),0.736,1,0,,1 (1),1,1,0.962,1
Arf6 signaling events,PID,1,MET,35 (35),0.736,1,0,,4 (4),1,1,0.962,1
Prion diseases - Homo sapiens (human),KEGG,1,STIP1,35 (35),0.736,1,0,,3 (3),1,1,0.962,1
Chagas disease (American trypanosomiasis) - Homo sapiens (human),KEGG,3,TGFB1;NOS2;IFNGR1,102 (102),0.739,1,0,,7 (7),1,1,0.963,1
Drug metabolism - cytochrome P450 - Homo sapiens (human),KEGG,2,GSTM1;GSTO1,70 (72),0.742,1,0,,31 (88),1,1,0.963,1
Protein processing in endoplasmic reticulum - Homo sapiens (human),KEGG,5,PRKCSH;CANX;HSP90AB1;UGGT1;RAD23B,165 (165),0.743,1,0,,1 (6),1,1,0.964,1
Glycogen Synthesis and Degradation,Wikipathways,1,PPP2R5D,36 (36),0.746,1,0,,5 (6),1,1,0.965,1
N-cadherin signaling events,PID,1,LRP5,36 (36),0.746,1,0,,5 (5),1,1,0.965,1
Fibrin Complement Receptor 3 Signaling Pathway,Wikipathways,1,NOS2,36 (36),0.746,1,0,,1 (2),1,1,0.965,1
GMCSF-mediated signaling events,PID,1,IRF8,37 (37),0.756,1,0,,2 (3),1,1,0.967,1
Wnt Signaling in Kidney Disease,Wikipathways,1,LRP5,37 (37),0.756,1,0,,1 (1),1,1,0.967,1
Degradation of the extracellular matrix,Reactome,3,SPP1;ELANE;CTSG,105 (105),0.757,1,0,,5 (8),1,1,0.968,1
JAK-STAT,Wikipathways,3,AURKA;PPIA;ACACA,106 (106),0.762,1,0,,1 (2),1,1,0.969,1
Fluid shear stress and atherosclerosis - Homo sapiens (human),KEGG,4,GSTM1;SUMO3;HSP90AB1;GSTO1,139 (139),0.767,1,0,,8 (8),1,1,0.971,1
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human),KEGG,2,GSTM1;GSTO1,74 (76),0.769,1,0,,19 (121),1,1,0.971,1
Arrhythmogenic Right Ventricular Cardiomyopathy,Wikipathways,2,ATP2A2;ACTN4,74 (74),0.769,1,0,,2 (2),1,1,0.971,1
PI3K-Akt signaling pathway - Homo sapiens (human),KEGG,11,PIK3AP1;SPP1;MET;COMP;PPP2R5D;CDK2;MYB;CDK4;CDK6;HSP90AB1;FN1,353 (354),0.772,1,0,,3 (4),1,1,0.972,1
Viral Acute Myocarditis,Wikipathways,2,TGFB1;EIF4G1,76 (76),0.782,1,0,,3 (6),1,1,0.974,1
inactivation of gsk3 by akt causes accumulation of b-catenin in alveolar macrophages,BioCarta,1,PPP2R5D,40 (40),0.782,1,0,,2 (3),1,1,0.974,1
Nicotine addiction - Homo sapiens (human),KEGG,1,GRIA3,40 (40),0.782,1,0,,7 (7),1,1,0.974,1
Tryptophan metabolism - Homo sapiens (human),KEGG,1,OGDH,40 (40),0.782,1,0,,53 (81),1,1,0.974,1
Binding and Uptake of Ligands by Scavenger Receptors,Reactome,1,SCARB1,41 (41),0.79,1,0,,15 (41),1,1,0.976,1
Fat digestion and absorption - Homo sapiens (human),KEGG,1,SCARB1,41 (41),0.79,1,0,,6 (13),1,1,0.976,1
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha),Wikipathways,1,ALAS1,41 (41),0.79,1,0,,13 (15),1,1,0.976,1
insulin,INOH,2,PPP2R5D;EIF4G1,78 (78),0.794,1,0,,4 (5),1,1,0.977,1
Porphyrin and chlorophyll metabolism - Homo sapiens (human),KEGG,1,ALAS1,42 (42),0.798,1,0,,52 (141),1,1,0.978,1
Stabilization and expansion of the E-cadherin adherens junction,PID,1,MET,42 (42),0.798,1,0,,3 (3),1,1,0.978,1
IFN-gamma pathway,PID,1,IFNGR1,42 (42),0.798,1,0,,3 (4),1,1,0.978,1
Toxoplasmosis - Homo sapiens (human),KEGG,3,TGFB1;NOS2;IFNGR1,113 (113),0.799,1,0,,3 (3),1,1,0.978,1
Tuberculosis - Homo sapiens (human),KEGG,5,TGFB1;HSPD1;NOS2;IFNGR1;TLR1,178 (179),0.799,1,0,,7 (9),1,1,0.978,1
Complement and coagulation cascades - Homo sapiens (human),KEGG,2,F13A1;F10,79 (79),0.8,1,0,,1 (2),1,1,0.978,1
Breast cancer - Homo sapiens (human),KEGG,4,LRP5;CDK4;E2F1;CDK6,147 (147),0.804,1,0,,3 (3),1,1,0.979,1
Type I diabetes mellitus - Homo sapiens (human),KEGG,1,HSPD1,43 (43),0.806,1,0,,3 (3),1,1,0.98,1
Vitamin A and Carotenoid Metabolism,Wikipathways,1,SCARB1,43 (43),0.806,1,0,,21 (21),1,1,0.98,1
Steroid hormones,Reactome,1,HSD17B12,43 (43),0.806,1,0,,33 (40),1,1,0.98,1
Human immunodeficiency virus 1 infection - Homo sapiens (human),KEGG,6,CDC25C;WEE1;DDB1;CCNB2;CDK1;CCNB1,212 (212),0.808,1,0,,4 (5),1,1,0.98,1
Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met),PID,2,MET;KPNB1,81 (82),0.811,1,0,,4 (4),1,1,0.981,1
nfat and hypertrophy of the heart ,BioCarta,1,ATP2A2,44 (44),0.813,1,0,,4 (5),1,1,0.981,1
Prader-Willi and Angelman Syndrome,Wikipathways,1,E2F1,44 (44),0.813,1,0,,2 (3),1,1,0.981,1
Chemical carcinogenesis - Homo sapiens (human),KEGG,2,GSTM1;GSTO1,82 (82),0.816,1,0,,26 (99),1,1,0.982,1
a6b1 and a6b4 Integrin signaling,PID,1,MET,45 (45),0.82,1,0,,3 (3),1,1,0.983,1
RhoA signaling pathway,PID,1,CIT,45 (45),0.82,1,0,,1 (1),1,1,0.983,1
Sphingolipid signaling pathway - Homo sapiens (human),KEGG,3,PPP2R5D;SGPP1;ABCC1,118 (118),0.822,1,0,,16 (16),1,1,0.983,1
Tryptophan metabolism,Wikipathways,1,OGDH,46 (46),0.827,1,0,,23 (27),1,1,0.984,1
Regulation of RhoA activity,PID,1,ECT2,46 (48),0.827,1,0,,3 (3),1,1,0.984,1
Intestinal immune network for IgA production - Homo sapiens (human),KEGG,1,TGFB1,47 (49),0.833,1,0,,2 (2),1,1,0.985,1
NO-cGMP-PKG mediated Neuroprotection,Wikipathways,1,NOS2,47 (47),0.833,1,0,,13 (16),1,1,0.985,1
Myometrial Relaxation and Contraction Pathways,Wikipathways,4,ATP2A2;IGFBP6;GSTO1;IGFBP4,155 (155),0.835,1,0,,4 (4),1,1,0.986,1
Salmonella infection - Homo sapiens (human),KEGG,2,NOS2;IFNGR1,86 (86),0.836,1,0,,3 (4),1,1,0.986,1
Differentiation Pathway,Wikipathways,1,TGFB1,48 (48),0.839,1,0,,9 (13),1,1,0.986,1
Ceramide signaling pathway,PID,1,AIFM1,48 (48),0.839,1,0,,2 (2),1,1,0.986,1
Valine_ leucine and isoleucine degradation - Homo sapiens (human),KEGG,1,ACAA2,48 (48),0.839,1,0,,33 (42),1,1,0.986,1
G alpha (12/13) signalling events,Reactome,2,PLEKHG2;ECT2,87 (89),0.841,1,0,,5 (5),1,1,0.987,1
N-Glycan biosynthesis - Homo sapiens (human),KEGG,1,ALG10B,49 (49),0.846,1,0,,9 (36),1,1,0.987,1
Ovarian steroidogenesis - Homo sapiens (human),KEGG,1,SCARB1,49 (49),0.846,1,0,,23 (24),1,1,0.987,1
Dilated cardiomyopathy (DCM) - Homo sapiens (human),KEGG,2,TGFB1;ATP2A2,89 (90),0.85,1,0,,4 (4),1,1,0.988,1
Chondroitin sulfate/dermatan sulfate metabolism,Reactome,1,VCAN,50 (50),0.851,1,0,,12 (25),1,1,0.988,1
Angiopoietin receptor Tie2-mediated signaling,PID,1,FN1,50 (50),0.851,1,0,,9 (10),1,1,0.988,1
Protein alkylation leading to liver fibrosis,Wikipathways,1,TGFB1,50 (50),0.851,1,0,,6 (11),1,1,0.988,1
Apoptosis Modulation and Signaling,Wikipathways,2,AIFM1;BIRC5,91 (91),0.859,1,0,,1 (1),1,1,0.99,1
Signaling events mediated by Stem cell factor receptor (c-Kit),PID,1,SPRED1,52 (52),0.862,1,0,,2 (4),1,1,0.99,1
cGMP-PKG signaling pathway - Homo sapiens (human),KEGG,4,ATP2A2;GTF2I;SLC25A5;PPP1CC,163 (163),0.863,1,0,,11 (14),1,1,0.99,1
Extracellular matrix organization,Reactome,8,TGFB1;ELANE;SPP1;COL5A1;CTSG;VCAN;FN1;COMP,294 (294),0.863,1,0,,21 (30),1,1,0.99,1
TNF alpha Signaling Pathway,Wikipathways,2,PLK1;PSMD2,93 (93),0.867,1,0,,2 (3),1,1,0.991,1
Peptide hormone metabolism,Reactome,1,CTSG,53 (53),0.867,1,0,,10 (17),1,1,0.991,1
Cardiac Progenitor Differentiation,Wikipathways,1,TGFB1,53 (53),0.867,1,0,,1 (1),1,1,0.991,1
keratinocyte differentiation,BioCarta,1,PPP2R5D,53 (53),0.867,1,0,,3 (5),1,1,0.991,1
Posttranslational regulation of adherens junction stability and dissassembly,PID,1,MET,53 (53),0.867,1,0,,3 (3),1,1,0.991,1
Dopaminergic synapse - Homo sapiens (human),KEGG,3,PPP2R5D;GRIA3;PPP1CC,131 (131),0.872,1,0,,12 (12),1,1,0.991,1
Heparan sulfate/heparin (HS-GAG) metabolism,Reactome,1,VCAN,54 (54),0.872,1,0,,22 (35),1,1,0.991,1
IL2-mediated signaling events,PID,1,CDK2,54 (54),0.872,1,0,,2 (3),1,1,0.991,1
Cardiac Hypertrophic Response,Wikipathways,1,TGFB1,54 (54),0.872,1,0,,4 (5),1,1,0.991,1
t cell receptor signaling pathway,BioCarta,1,PTPN7,55 (55),0.877,1,0,,4 (5),1,1,0.992,1
Antiarrhythmic Pathway_ Pharmacodynamics,PharmGKB,1,ATP2A2,55 (55),0.877,1,0,,20 (23),1,1,0.992,1
Complex I biogenesis,Reactome,1,ACAD9,55 (55),0.877,1,0,,2 (2),1,1,0.992,1
Copper homeostasis,Wikipathways,1,STEAP4,55 (55),0.877,1,0,,1 (2),1,1,0.992,1
Influenza A - Homo sapiens (human),KEGG,4,IFNGR1;KPNA1;KPNA2;DDX39B,171 (171),0.886,1,0,,2 (3),1,1,0.993,1
Caspase Cascade in Apoptosis,PID,1,SREBF1,57 (57),0.886,1,0,,1 (2),1,1,0.993,1
C21-steroid hormone biosynthesis and metabolism,EHMN,1,HSD17B12,57 (59),0.886,1,0,,48 (61),1,1,0.993,1
Phosphatidylinositol signaling system - Homo sapiens (human),KEGG,2,OCRL;PI4KA,99 (99),0.889,1,0,,21 (29),1,1,0.994,1
Endometrial cancer - Homo sapiens (human),KEGG,1,MLH1,58 (58),0.89,1,0,,1 (1),1,1,0.994,1
Celecoxib Pathway_ Pharmacodynamics,PharmGKB,1,ATP2A2,58 (58),0.89,1,0,,1 (1),1,1,0.994,1
Apelin signaling pathway - Homo sapiens (human),KEGG,3,SPP1;NOS2;TFAM,137 (137),0.89,1,0,,7 (9),1,1,0.994,1
Insulin signaling pathway - Homo sapiens (human),KEGG,3,SREBF1;PPP1CC;ACACA,137 (137),0.89,1,0,,3 (4),1,1,0.994,1
Complement and Coagulation Cascades,Wikipathways,1,F10,59 (59),0.895,1,0,,1 (2),1,1,0.994,1
SHP2 signaling,PID,1,IFNGR1,59 (59),0.895,1,0,,6 (8),1,1,0.994,1
MET in type 1 papillary renal cell carcinoma,Wikipathways,1,MET,59 (59),0.895,1,0,,4 (4),1,1,0.994,1
Long-term depression - Homo sapiens (human),KEGG,1,GRIA3,60 (60),0.899,1,0,,8 (9),1,1,0.995,1
Steroid hormone biosynthesis - Homo sapiens (human),KEGG,1,HSD17B12,60 (60),0.899,1,0,,83 (99),1,1,0.995,1
Dengue-2 Interactions with Complement and Coagulation Cascades,Wikipathways,1,F10,60 (60),0.899,1,0,,1 (2),1,1,0.995,1
MicroRNAs in cardiomyocyte hypertrophy,Wikipathways,2,TGFB1;LRP5,102 (102),0.899,1,0,,3 (3),1,1,0.995,1
Glycerolipid metabolism - Homo sapiens (human),KEGG,1,GLA,61 (61),0.902,1,0,,12 (36),1,1,0.995,1
Regulation of actin cytoskeleton - Homo sapiens (human),KEGG,5,ACTN4;FN1;PPP1CC;IQGAP3;DOCK1,213 (213),0.904,1,0,,3 (6),1,1,0.995,1
Adrenergic signaling in cardiomyocytes - Homo sapiens (human),KEGG,3,PPP2R5D;ATP2A2;PPP1CC,144 (144),0.909,1,0,,10 (11),1,1,0.996,1
Neurotrophic factor-mediated Trk receptor signaling,PID,1,DOCK1,63 (63),0.91,1,0,,2 (2),1,1,0.996,1
T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection,Wikipathways,1,CDK4,63 (63),0.91,1,0,,2 (2),1,1,0.996,1
miRNAs involvement in the immune response in sepsis,Wikipathways,1,ELANE,64 (64),0.913,1,0,,1 (1),1,1,0.996,1
Cortisol synthesis and secretion - Homo sapiens (human),KEGG,1,SCARB1,64 (64),0.913,1,0,,13 (13),1,1,0.996,1
Shigellosis - Homo sapiens (human),KEGG,1,DOCK1,65 (65),0.916,1,0,,1 (2),1,1,0.996,1
Association Between Physico-Chemical Features and Toxicity Associated Pathways,Wikipathways,1,FN1,65 (65),0.916,1,0,,8 (8),1,1,0.996,1
Cytochrome P450 - arranged by substrate type,Reactome,1,AHR,66 (68),0.919,1,0,,91 (121),1,1,0.997,1
Acute myeloid leukemia - Homo sapiens (human),KEGG,1,MPO,66 (66),0.919,1,0,,1 (1),1,1,0.997,1
Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human),KEGG,4,CDK6;IFNGR1;E2F1;CDK4,186 (186),0.921,1,0,,5 (5),1,1,0.997,1
Long-term potentiation - Homo sapiens (human),KEGG,1,PPP1CC,67 (67),0.922,1,0,,7 (7),1,1,0.997,1
Collagen biosynthesis and modifying enzymes,Reactome,1,COL5A1,68 (68),0.925,1,0,,9 (9),1,1,0.997,1
Signaling events mediated by VEGFR1 and VEGFR2,PID,1,HSP90AB1,68 (68),0.925,1,0,,8 (8),1,1,0.997,1
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human),KEGG,1,MET,68 (68),0.925,1,0,,4 (7),1,1,0.997,1
Downstream signaling in na&#xef;ve CD8+ T cells,PID,1,PTPN7,69 (69),0.928,1,0,,2 (9),1,1,0.997,1
Wnt Signaling,Wikipathways,2,LRP5;CTBP1,114 (114),0.93,1,0,,1 (1),1,1,0.997,1
Glutamatergic synapse - Homo sapiens (human),KEGG,2,SLC38A1;GRIA3,114 (114),0.93,1,0,,8 (8),1,1,0.997,1
B cell receptor signaling pathway - Homo sapiens (human),KEGG,1,PIK3AP1,70 (71),0.931,1,0,,4 (4),1,1,0.998,1
p75(NTR)-mediated signaling,PID,1,E2F1,70 (71),0.931,1,0,,2 (2),1,1,0.998,1
Bile secretion - Homo sapiens (human),KEGG,1,SCARB1,71 (71),0.933,1,0,,112 (162),1,1,0.998,1
CDC42 signaling events,PID,1,IQGAP3,71 (71),0.933,1,0,,5 (5),1,1,0.998,1
Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human),KEGG,1,ATP2A2,72 (72),0.936,1,0,,2 (2),1,1,0.998,1
Peptide GPCRs,Wikipathways,1,CCR2,75 (75),0.943,1,0,,2 (2),1,1,0.998,1
Proteoglycans in cancer - Homo sapiens (human),KEGG,4,TGFB1;MET;PPP1CC;FN1,201 (201),0.946,1,0,,5 (7),1,1,0.998,1
Osteoclast differentiation - Homo sapiens (human),KEGG,2,TGFB1;IFNGR1,127 (128),0.953,1,0,,3 (3),1,1,0.999,1
Alzheimer disease - Homo sapiens (human),KEGG,3,UQCRC1;CYC1;ATP2A2,171 (171),0.957,1,0,,7 (7),1,1,0.999,1
Natural killer cell mediated cytotoxicity - Homo sapiens (human),KEGG,2,CD244;IFNGR1,130 (131),0.958,1,0,,4 (4),1,1,0.999,1
Relaxin signaling pathway - Homo sapiens (human),KEGG,2,TGFB1;NOS2,130 (130),0.958,1,0,,6 (6),1,1,0.999,1
Estrogen signaling pathway - Homo sapiens (human),KEGG,2,FKBP4;HSP90AB1,136 (137),0.965,1,0,,8 (9),1,1,0.999,1
GABAergic synapse - Homo sapiens (human),KEGG,1,SLC38A1,88 (88),0.965,1,0,,9 (9),1,1,0.999,1
Protein-protein interactions at synapses,Reactome,1,GRIA3,88 (88),0.965,1,0,,2 (2),1,1,0.999,1
Rheumatoid arthritis - Homo sapiens (human),KEGG,1,TGFB1,89 (90),0.967,1,0,,2 (4),1,1,0.999,1
Longevity regulating pathway - Homo sapiens (human),KEGG,1,EHMT2,89 (89),0.967,1,0,,8 (8),1,1,0.999,1
Protein digestion and absorption - Homo sapiens (human),KEGG,1,COL5A1,90 (90),0.968,1,0,,44 (47),1,1,0.999,1
Th1 and Th2 cell differentiation - Homo sapiens (human),KEGG,1,IFNGR1,92 (92),0.97,1,0,,3 (3),1,1,1,1
Collagen formation,Reactome,1,COL5A1,92 (92),0.97,1,0,,14 (14),1,1,1,1
NF-kappa B signaling pathway - Homo sapiens (human),KEGG,1,ERC1,94 (95),0.972,1,0,,3 (3),1,1,1,1
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway,Wikipathways,2,SPP1;GRIA3,144 (144),0.973,1,0,,4 (4),1,1,1,1
Aldosterone synthesis and secretion - Homo sapiens (human),KEGG,1,SCARB1,96 (96),0.974,1,0,,21 (24),1,1,1,1
Circadian entrainment - Homo sapiens (human),KEGG,1,GRIA3,96 (96),0.974,1,0,,9 (11),1,1,1,1
Pancreatic secretion - Homo sapiens (human),KEGG,1,ATP2A2,96 (96),0.974,1,0,,12 (17),1,1,1,1
Wnt signaling pathway - Homo sapiens (human),KEGG,2,LRP5;CTBP1,148 (149),0.976,1,0,,1 (1),1,1,1,1
Regulation of Actin Cytoskeleton,Wikipathways,2,DOCK1;FN1,151 (151),0.979,1,0,,4 (5),1,1,1,1
T cell receptor signaling pathway - Homo sapiens (human),KEGG,1,CDK4,101 (101),0.979,1,0,,4 (4),1,1,1,1
cAMP signaling pathway - Homo sapiens (human),KEGG,3,ATP2A2;GRIA3;PPP1CC,199 (199),0.981,1,0,,23 (40),1,1,1,1
Parathyroid hormone synthesis_ secretion and action - Homo sapiens (human),KEGG,1,LRP5,106 (106),0.983,1,0,,9 (10),1,1,1,1
Leukocyte transendothelial migration - Homo sapiens (human),KEGG,1,ACTN4,112 (112),0.986,1,0,,3 (4),1,1,1,1
ESC Pluripotency Pathways,Wikipathways,1,LRP5,116 (116),0.988,1,0,,4 (5),1,1,1,1
Vascular smooth muscle contraction - Homo sapiens (human),KEGG,1,PPP1CC,121 (121),0.99,1,0,,17 (26),1,1,1,1
Axon guidance - Homo sapiens (human),KEGG,2,MET;SEMA6B,175 (175),0.99,1,0,,1 (1),1,1,1,1
Human cytomegalovirus infection - Homo sapiens (human),KEGG,3,CDK4;E2F1;CDK6,225 (225),0.991,1,0,,5 (6),1,1,1,1
PDGFR-beta signaling pathway,PID,1,ACTN4,127 (127),0.992,1,0,,6 (7),1,1,1,1
Autophagy - animal - Homo sapiens (human),KEGG,1,HMGB1,128 (128),0.993,1,0,,4 (4),1,1,1,1
Regulation of Complement cascade,Reactome,1,ELANE,129 (130),0.993,1,0,,2 (8),1,1,1,1
Angiopoietin Like Protein 8 Regulatory Pathway,Wikipathways,1,SREBF1,131 (131),0.993,1,0,,6 (8),1,1,1,1
Endocytosis - Homo sapiens (human),KEGG,3,AP2A2;DNAJC6;AP2S1,244 (244),0.995,1,0,,4 (6),1,1,1,1
Complement cascade,Reactome,1,ELANE,140 (141),0.995,1,0,,4 (15),1,1,1,1
MAPK Signaling Pathway,Wikipathways,3,TGFB1;PTPN7;STMN1,246 (246),0.995,1,0,,5 (5),1,1,1,1
MAPK signaling pathway - Homo sapiens (human),KEGG,4,TGFB1;MET;PTPN7;STMN1,295 (295),0.996,1,0,,5 (5),1,1,1,1
Alzheimers Disease,Wikipathways,1,ATP2A2,145 (145),0.996,1,0,,7 (8),1,1,1,1
Retrograde endocannabinoid signaling - Homo sapiens (human),KEGG,1,GRIA3,148 (148),0.997,1,0,,17 (19),1,1,1,1
Calcium Regulation in the Cardiac Cell,Wikipathways,1,ATP2A2,149 (149),0.997,1,0,,10 (10),1,1,1,1
mTOR signaling pathway - Homo sapiens (human),KEGG,1,LRP5,150 (151),0.997,1,0,,3 (3),1,1,1,1
Oxytocin signaling pathway - Homo sapiens (human),KEGG,1,PPP1CC,152 (152),0.997,1,0,,11 (13),1,1,1,1
Chemokine signaling pathway,Wikipathways,1,CCR2,165 (165),0.998,1,0,,5 (5),1,1,1,1
Ras Signaling,Wikipathways,1,MET,184 (184),0.999,1,0,,7 (7),1,1,1,1
Chemokine signaling pathway - Homo sapiens (human),KEGG,1,CCR2,189 (189),0.999,1,0,,5 (5),1,1,1,1
Peptide ligand-binding receptors,Reactome,1,CCR2,194 (194),0.999,1,0,,3 (5),1,1,1,1
Rap1 signaling pathway - Homo sapiens (human),KEGG,1,MET,206 (206),1,1,0,,5 (5),1,1,1,1
Ras signaling pathway - Homo sapiens (human),KEGG,1,MET,232 (232),1,1,0,,7 (7),1,1,1,1
GPCRs_ Class A Rhodopsin-like,Wikipathways,1,CCR2,261 (261),1,1,0,,6 (10),1,1,1,1
GPCR signaling-G alpha i,INOH,1,TGFB1,262 (262),1,1,0,,2 (2),1,1,1,1
GPCR signaling-pertussis toxin,INOH,1,TGFB1,262 (262),1,1,0,,2 (2),1,1,1,1
GPCR signaling-G alpha q,INOH,1,TGFB1,274 (274),1,1,0,,5 (6),1,1,1,1
NOTCH3 Intracellular Domain Regulates Transcription,Reactome,2,PLXND1;DLGAP5,20 (20),0.17,1,0,,0 (0),1,1,0.17,1
ACE Inhibitor Pathway_ Pharmacodynamics,PharmGKB,2,TGFB1;CTSG,20 (20),0.17,1,0,,0 (0),1,1,0.17,1
Hepatitis B - Homo sapiens (human),KEGG,8,TGFB1;DDB1;BIRC5;E2F1;CDK2;CCNA2;CDK4;CDK6,144 (144),0.171,1,0,,0 (0),1,1,0.171,1
RNA degradation - Homo sapiens (human),KEGG,5,EXOSC6;HSPD1;PFKL;PAPD7;EXOSC9,79 (79),0.172,1,0,,0 (0),1,1,0.172,1
PLK3 signaling events,PID,1,CDC25C,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
Activation of NOXA and translocation to mitochondria,Reactome,1,E2F1,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
Binding and entry of HIV virion,Reactome,1,PPIA,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
MET interacts with TNS proteins,Reactome,1,MET,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
MET activates PTPN11,Reactome,1,MET,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
miR-517 relationship with ARCN1 and USP1,Wikipathways,1,USP1,5 (5),0.173,1,0,,0 (0),1,1,0.173,1
