Lipid_ID	Lipid_ID_LION	FA_comp	Insaturations	Saturation_Class	Lipid_Family	Lipid_Type	F_Old_3a	F_Old_3b	F_Old_4a	F_Old_4b	F_Young_1a	F_Young_1b	F_Young_2a	F_Young_2b	M_Old_3a	M_Old_3b	M_Old_4a	M_Old_4b	M_Young_1a	M_Young_1b	M_Young_2a	M_Young_2b
TAG52:2-FA18:0	TG(52:2)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0577	0.167	0.0521	0.1371	0.0591	0.0318	0.0546	0.0706	0.2096	0.7105	0.5071	0.2721	0.2249	0.4287	0.1202	0.1061
TAG52:2-FA18:1	TG(52:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.1314	0.2352	0.17	0.1886	0.2216	0.0924	0.1385	0.1267	0.5627	0.942	0.5726	0.4216	0.2538	0.4109	0.1762	0.1968
TAG52:2-FA18:2	TG(52:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0558	0.1401	0.0444	0.115	0.0551	0.025	0.0478	0.0593	0.1607	0.5774	0.384	0.2141	0.1888	0.3402	0.106	0.0892
TAG52:2-FA20:2	TG(52:2)	FA20:2	2	PUFA	TAG	Neutral_Lipids	0.0065	0.0177	0.0084	0.0179	0.0099	0.002703347	0.0084	0.004489264	0.0164	0.0739	0.0656	0.0239	0.0278	0.0439	0.0162	0.0149
TAG52:3-FA16:0	TG(52:3)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0992	0.2017	0.1154	0.1705	0.1507	0.0597	0.0941	0.0843	0.3125	1.0165	0.6552	0.3778	0.3074	0.612	0.1818	0.174
TAG52:3-FA16:1	TG(52:3)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0139	0.0293	0.0183	0.0241	0.0224	0.0105	0.0156	0.0175	0.0596	0.1137	0.0662	0.0497	0.0319	0.0523	0.0226	0.0221
TAG52:3-FA18:0	TG(52:3)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.004080892	0.0172	0.004474176	0.0103	0.002757858	0.00403198	0.002915779	0.0082	0.0238	0.0649	0.0425	0.025	0.0177	0.0347	0.0136	0.0106
TAG52:3-FA18:1	TG(52:3)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.1022	0.2143	0.1342	0.1686	0.1622	0.0698	0.0978	0.1056	0.3733	1.0401	0.628	0.3638	0.295	0.6061	0.1729	0.1774
TAG52:3-FA18:2	TG(52:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0893	0.1843	0.1104	0.1486	0.1345	0.0572	0.094	0.0753	0.2889	0.8684	0.5614	0.3152	0.27	0.536	0.1595	0.1541
TAG52:3-FA20:3	TG(52:3)	FA20:3	3	PUFA	TAG	Neutral_Lipids	0.004642882	0.0152	0.003290575	0.0123	0.0066	0.00345673	0.00415186	0.004832912	0.0151	0.0697	0.048	0.0261	0.0242	0.0408	0.0131	0.0102
TAG52:4-FA16:0	TG(52:4)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0442	0.1086	0.0529	0.0875	0.0589	0.0323	0.0465	0.0383	0.1413	0.5435	0.3549	0.2014	0.205	0.4201	0.1285	0.0971
TAG52:4-FA16:1	TG(52:4)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0125	0.0216	0.0177	0.0183	0.0207	0.0055	0.0155	0.0132	0.0515	0.1195	0.0616	0.0437	0.0346	0.052	0.0181	0.0214
TAG52:4-FA18:1	TG(52:4)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0158	0.0336	0.0279	0.0306	0.0258	0.0124	0.0247	0.0264	0.0666	0.1569	0.0914	0.0582	0.0512	0.0797	0.0306	0.0317
TAG52:4-FA18:2	TG(52:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0728	0.1577	0.0896	0.1165	0.0998	0.0495	0.0877	0.0652	0.2131	0.7428	0.4837	0.2487	0.2874	0.5912	0.191	0.1578
TAG52:4-FA18:3	TG(52:4)	FA18:3	3	PUFA	TAG	Neutral_Lipids	0.004341962	0.0169	0.0119	0.0096	0.0095	0.0054	0.003795849	0.0056	0.0249	0.0589	0.0339	0.0241	0.0278	0.0411	0.0115	0.0126
TAG52:4-FA20:4	TG(52:4)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0148	0.0547	0.0209	0.0416	0.0115	0.0084	0.0195	0.0122	0.0547	0.2751	0.2068	0.1722	0.0746	0.1877	0.0463	0.0232
TAG52:5-FA16:1	TG(52:5)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.005419834	0.0117	0.002626265	0.0059	0.0095	0.002800028	0.006151729	0.003541368	0.0153	0.0583	0.032	0.019	0.0187	0.0377	0.013	0.0098
TAG52:5-FA18:2	TG(52:5)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0162	0.0233	0.0159	0.0187	0.0169	0.0094	0.017	0.0134	0.0411	0.1062	0.0633	0.0382	0.044	0.0893	0.0258	0.0225
TAG52:7-FA16:0	TG(52:7)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0469	0.0668	0.0277	0.0516	0.0309	0.0181	0.0194	0.0344	0.0489	0.202	0.1208	0.0585	0.0501	0.0649	0.0359	0.0409
TAG52:8-FA18:2	TG(52:8)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0062	0.0136	0.00240863	0.0147	0.001950337	0.002959914	0.007964309	0.0092	0.0136	0.0604	0.0293	0.0102	0.0179	0.0249	0.0077	0.0089
TAG53:0-FA16:0	TG(53:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0139	0.0177	0.0084	0.0133	0.0101	0.005235087	0.0095	0.0117	0.0148	0.0649	0.0407	0.0202	0.0147	0.0236	0.0094	0.0112
TAG53:1-FA16:0	TG(53:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0186	0.0327	0.0151	0.0233	0.0143	0.0084	0.009	0.0172	0.0342	0.1162	0.0577	0.0289	0.0283	0.0393	0.0177	0.0216
TAG53:1-FA18:0	TG(53:1)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0205	0.0225	0.0142	0.0182	0.0136	0.0119	0.0136	0.0134	0.0204	0.0657	0.0391	0.0224	0.0161	0.0233	0.0131	0.0128
TAG53:1-FA18:1	TG(53:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.022	0.0299	0.0152	0.0247	0.0201	0.008	0.0115	0.0155	0.0328	0.1119	0.0544	0.0282	0.0225	0.0275	0.0149	0.0213
TAG53:2-FA16:0	TG(53:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0246	0.0386	0.0135	0.0333	0.0214	0.0113	0.0192	0.0194	0.0424	0.1675	0.096	0.0447	0.045	0.0654	0.0311	0.0347
TAG53:2-FA17:0	TG(53:2)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0132	0.0215	0.0117	0.016	0.0126	0.004767898	0.007160114	0.0089	0.0244	0.0737	0.0375	0.02	0.0199	0.033	0.0115	0.0125
TAG53:2-FA18:1	TG(53:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.152	0.1732	0.1487	0.1704	0.1583	0.1346	0.1396	0.1516	0.1927	0.3686	0.2374	0.181	0.1627	0.1941	0.157	0.1548
TAG53:2-FA18:2	TG(53:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0554	0.0844	0.0294	0.0538	0.0364	0.0146	0.0228	0.03	0.0588	0.2615	0.1357	0.0609	0.0611	0.0934	0.0398	0.0441
TAG53:3-FA16:0	TG(53:3)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0153	0.0327	0.0165	0.0258	0.0193	0.0133	0.0172	0.0148	0.0367	0.1321	0.0705	0.0357	0.0398	0.0637	0.0289	0.0281
TAG53:3-FA17:0	TG(53:3)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0112	0.0209	0.0118	0.0149	0.0117	0.003205888	0.0086	0.006273746	0.0207	0.0784	0.0417	0.0242	0.0205	0.037	0.0114	0.0121
TAG53:3-FA18:2	TG(53:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0798	0.1186	0.0585	0.0936	0.0552	0.022	0.0394	0.0455	0.1234	0.545	0.235	0.124	0.1364	0.204	0.069	0.0828
TAG53:4-FA16:0	TG(53:4)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0194	0.031	0.0119	0.0289	0.0149	0.004594005	0.015	0.0176	0.0313	0.165	0.0636	0.0346	0.0437	0.0576	0.031	0.0238
TAG53:4-FA17:0	TG(53:4)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0079	0.0149	0.0063	0.0111	0.0085	0.004391784	0.004710701	0.003006431	0.0093	0.0423	0.0233	0.0125	0.0183	0.0345	0.0146	0.011
TAG53:4-FA18:2	TG(53:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.287	0.3982	0.2849	0.3447	0.2909	0.265	0.2735	0.2885	0.3896	0.9586	0.5561	0.3876	0.4313	0.5627	0.3543	0.3511
TAG53:4-FA20:4	TG(53:4)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0088	0.0266	0.0066	0.0139	0.01	0.003295115	0.005664397	0.003465783	0.0225	0.1129	0.0435	0.0296	0.0238	0.0487	0.0149	0.005033791
TAG53:5-FA20:4	TG(53:5)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0134	0.0417	0.0134	0.0352	0.0128	0.0055	0.0155	0.0176	0.0633	0.3083	0.0995	0.0635	0.0703	0.125	0.0259	0.0152
TAG53:6-FA20:4	TG(53:6)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0047069	0.038	0.0092	0.0313	0.0095	0.007074593	0.005017078	0.0152	0.0391	0.26	0.0781	0.0496	0.0748	0.1179	0.0263	0.0153
TAG54:0-FA16:0	TG(54:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.004223079	0.0109	0.006008022	0.0088	0.0076	0.002433846	0.004021603	0.009	0.0121	0.051	0.0243	0.012	0.0136	0.0167	0.011	0.013
TAG54:0-FA18:0	TG(54:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0341	0.0406	0.0346	0.0402	0.0392	0.0346	0.0428	0.0423	0.0445	0.0614	0.056	0.0377	0.0382	0.0454	0.0393	0.0836
TAG54:1-FA18:0	TG(54:1)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0265	0.061	0.0195	0.0365	0.0226	0.0133	0.0203	0.0254	0.0785	0.1783	0.1069	0.0718	0.0422	0.0701	0.0223	0.0321
TAG54:1-FA18:1	TG(54:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0523	0.0614	0.0447	0.055	0.0507	0.0415	0.0446	0.0534	0.0744	0.1082	0.0853	0.0688	0.0583	0.0659	0.0466	0.0516
TAG54:2-FA16:0	TG(54:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0118	0.022	0.0089	0.0147	0.0086	0.00322437	0.0108	0.003610599	0.033	0.0963	0.0602	0.0263	0.0234	0.0403	0.0144	0.0173
TAG54:2-FA18:0	TG(54:2)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0625	0.1196	0.0551	0.0937	0.053	0.0235	0.0463	0.0546	0.1371	0.4504	0.2584	0.1749	0.1204	0.2242	0.0642	0.0725
TAG54:2-FA18:1	TG(54:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0529	0.0825	0.0558	0.0642	0.0493	0.03	0.0402	0.039	0.1636	0.3246	0.1842	0.1356	0.0767	0.1331	0.0459	0.0582
TAG54:2-FA18:2	TG(54:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0184	0.0323	0.0147	0.0253	0.0185	0.0088	0.0127	0.0166	0.029	0.1308	0.0806	0.0421	0.0401	0.0706	0.0218	0.0209
TAG54:2-FA20:1	TG(54:2)	FA20:1	1	MUFA	TAG	Neutral_Lipids	0.004305961	0.0127	0.0069	0.005418154	0.0079	0.0042254	0.003772129	0.002267574	0.0271	0.0515	0.0312	0.0173	0.0116	0.0198	0.0053	0.0133
TAG54:3-FA16:0	TG(54:3)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0161	0.029	0.0128	0.0308	0.0151	0.004790125	0.004531678	0.0108	0.0465	0.1569	0.1079	0.0458	0.0441	0.0823	0.0254	0.0277
TAG54:3-FA18:0	TG(54:3)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0461	0.0989	0.0454	0.0846	0.053	0.0243	0.0345	0.0382	0.1128	0.3876	0.2237	0.1531	0.1187	0.2393	0.0685	0.0642
TAG54:3-FA18:1	TG(54:3)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.1556	0.2362	0.1933	0.1913	0.1857	0.1045	0.1588	0.139	0.4223	0.897	0.494	0.3527	0.2569	0.4156	0.1905	0.1835
TAG54:3-FA18:2	TG(54:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0448	0.0838	0.0408	0.0688	0.041	0.0205	0.0339	0.0341	0.1029	0.3534	0.2136	0.1268	0.1076	0.2045	0.0595	0.0631
TAG54:3-FA20:1	TG(54:3)	FA20:1	1	MUFA	TAG	Neutral_Lipids	0.0075	0.0118	0.002617104	0.0095	0.007151645	0.002511733	0.004474935	0.003625187	0.0205	0.0772	0.0378	0.0233	0.0168	0.0345	0.0151	0.0097
TAG54:3-FA20:2	TG(54:3)	FA20:2	2	PUFA	TAG	Neutral_Lipids	0.005167054	0.02	0.0094	0.0183	0.0082	0.001990803	0.007136224	0.004771305	0.0223	0.0837	0.0612	0.0325	0.0259	0.0455	0.0143	0.0148
TAG54:4-FA16:0	TG(54:4)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0204	0.0421	0.014	0.0416	0.0149	0.0087	0.0173	0.0142	0.0383	0.1869	0.1393	0.0649	0.0643	0.1167	0.0336	0.0301
TAG54:4-FA18:0	TG(54:4)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0262	0.0692	0.0246	0.0492	0.0324	0.0158	0.0291	0.0247	0.0459	0.2298	0.137	0.0827	0.0907	0.1798	0.0611	0.0504
TAG54:4-FA18:1	TG(54:4)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.118	0.2063	0.1507	0.1569	0.1591	0.0797	0.1153	0.1123	0.3227	0.8887	0.5016	0.3091	0.2284	0.4478	0.1573	0.1577
TAG54:4-FA18:2	TG(54:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.082	0.168	0.0987	0.1346	0.1082	0.0536	0.0814	0.0693	0.2172	0.7125	0.4238	0.2421	0.2619	0.498	0.1647	0.1365
TAG54:4-FA20:2	TG(54:4)	FA20:2	2	PUFA	TAG	Neutral_Lipids	0.007548594	0.0221	0.0081	0.0194	0.002990464	0.005567134	0.004469668	0.0091	0.0234	0.1079	0.0776	0.0286	0.0401	0.0711	0.0276	0.0182
TAG54:4-FA20:3	TG(54:4)	FA20:3	3	PUFA	TAG	Neutral_Lipids	0.002482335	0.0159	0.002433402	0.0144	0.004755366	0.003489589	0.0075	0.0063	0.0177	0.0848	0.055	0.0265	0.0232	0.0419	0.0175	0.0127
TAG54:4-FA20:4	TG(54:4)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0122	0.0293	0.0087	0.0259	0.0121	0.00346333	0.008638397	0.0106	0.0285	0.1461	0.0843	0.0836	0.0362	0.0763	0.0202	0.0134
TAG54:5-FA16:0	TG(54:5)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0156	0.0369	0.015	0.0316	0.0122	0.0097	0.0151	0.0096	0.0367	0.1743	0.1108	0.074	0.0498	0.1076	0.0311	0.023
TAG54:5-FA18:1	TG(54:5)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0596	0.1014	0.0675	0.0945	0.0673	0.0445	0.0659	0.0532	0.1307	0.4343	0.2667	0.161	0.1577	0.3164	0.0998	0.0884
TAG54:5-FA18:2	TG(54:5)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0758	0.1397	0.086	0.1084	0.1042	0.0575	0.082	0.0659	0.1837	0.6506	0.3877	0.2216	0.2477	0.4874	0.172	0.1346
TAG54:5-FA18:3	TG(54:5)	FA18:3	3	PUFA	TAG	Neutral_Lipids	0.0101	0.0117	0.0095	0.0114	0.0143	0.0071	0.0121	0.008	0.0208	0.0546	0.0317	0.02	0.0233	0.04	0.0161	0.013
TAG54:5-FA20:3	TG(54:5)	FA20:3	3	PUFA	TAG	Neutral_Lipids	0.003004559	0.0177	0.007	0.0139	0.0066	0.004770874	0.00575214	0.004200892	0.0173	0.0973	0.0593	0.0377	0.0296	0.0676	0.0172	0.0144
TAG54:5-FA20:4	TG(54:5)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0149	0.0464	0.0191	0.0351	0.0134	0.0078	0.017	0.0141	0.0575	0.2995	0.1537	0.1707	0.0703	0.1816	0.0305	0.0166
TAG54:5-FA22:5	TG(54:5)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.0129	0.0227	0.0149	0.0202	0.0155	0.0101	0.003562044	0.0137	0.0243	0.0802	0.057	0.0306	0.0234	0.0448	0.0183	0.0192
TAG54:6-FA16:0	TG(54:6)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0095	0.0283	0.0116	0.0254	0.0087	0.001828101	0.0116	0.0117	0.0274	0.1431	0.086	0.0656	0.0411	0.0992	0.0228	0.0164
TAG54:6-FA18:1	TG(54:6)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0086	0.0097	0.0094	0.0127	0.007316223	0.0083	0.0093	0.00276989	0.0218	0.0501	0.032	0.0207	0.0205	0.0363	0.0123	0.0137
TAG54:6-FA18:2	TG(54:6)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0508	0.0883	0.0621	0.068	0.0539	0.0434	0.0509	0.0382	0.1237	0.3739	0.2234	0.1303	0.184	0.3504	0.1333	0.0987
TAG54:6-FA18:3	TG(54:6)	FA18:3	3	PUFA	TAG	Neutral_Lipids	0.0068	0.0114	0.0099	0.005589101	0.01	0.003242909	0.0099	0.003215285	0.0168	0.0407	0.0247	0.0164	0.0174	0.0299	0.0134	0.0122
TAG54:6-FA20:4	TG(54:6)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.016	0.0515	0.0188	0.0422	0.0139	0.0088	0.0211	0.0176	0.0675	0.39	0.2214	0.2346	0.1167	0.309	0.0586	0.0262
TAG54:6-FA22:6	TG(54:6)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0156	0.0417	0.0177	0.0471	0.0132	0.0104	0.0153	0.0202	0.0424	0.1678	0.1021	0.0591	0.0582	0.0887	0.034	0.0285
TAG55:1-FA16:0	TG(55:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.003291635	0.0246	0.0146	0.0223	0.013	0.001928883	0.006135208	0.0139	0.0259	0.1258	0.0675	0.0384	0.029	0.0576	0.023	0.0153
TAG55:2-FA18:1	TG(55:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0129	0.0115	0.0118	0.0137	0.003633967	0.002211977	0.004746011	0.003478157	0.0182	0.0641	0.0358	0.0203	0.0097	0.0194	0.0076	0.0093
TAG55:2-FA18:2	TG(55:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0168	0.019	0.0077	0.016	0.0105	0.002642557	0.005538021	0.005700764	0.0127	0.0654	0.0434	0.0177	0.017	0.023	0.0114	0.0146
TAG55:3-FA18:1	TG(55:3)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.013	0.0233	0.015	0.0214	0.0141	0.003086933	0.005160342	0.0115	0.0312	0.1051	0.0619	0.0237	0.0238	0.0347	0.0159	0.0167
TAG55:3-FA18:2	TG(55:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0216	0.0345	0.0121	0.0218	0.0143	0.0108	0.004870973	0.0125	0.0327	0.1381	0.0773	0.0372	0.0336	0.0443	0.0237	0.0269
TAG55:4-FA18:1	TG(55:4)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0131	0.0192	0.0132	0.017	0.0114	0.0113	0.005657353	0.0098	0.0279	0.0737	0.0424	0.024	0.0188	0.0267	0.0192	0.0165
TAG55:4-FA18:2	TG(55:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0299	0.0431	0.0162	0.034	0.0211	0.0108	0.0187	0.0153	0.0435	0.1828	0.1066	0.0343	0.0553	0.0823	0.0406	0.0356
TAG55:5-FA18:1	TG(55:5)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0405	0.0498	0.0372	0.0466	0.0328	0.0374	0.0373	0.0428	0.0542	0.1278	0.0689	0.0482	0.048	0.061	0.0415	0.0449
TAG55:5-FA18:2	TG(55:5)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0176	0.0307	0.0138	0.0296	0.0155	0.0133	0.0121	0.0138	0.031	0.1683	0.0767	0.039	0.0508	0.0695	0.0352	0.0308
TAG55:7-FA22:6	TG(55:7)	FA22:6	6	PUFA	TAG	Neutral_Lipids	0.0135	0.0231	0.0095	0.0183	0.0107	0.005594584	0.0067711	0.003123099	0.0368	0.1504	0.055	0.0303	0.0324	0.0565	0.0213	0.0197
TAG56:1-FA18:1	TG(56:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0144	0.0208	0.0151	0.0152	0.0166	0.0176	0.0184	0.0137	0.0239	0.0337	0.0265	0.0158	0.0193	0.0174	0.015	0.0184
TAG56:10-FA18:2	TG(56:10)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0152	0.0252	0.0083	0.0144	0.0123	0.0073	0.0088	0.0083	0.0277	0.1064	0.0559	0.0231	0.0286	0.0374	0.014	0.0234
TAG56:2-FA20:0	TG(56:2)	FA20:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0068	0.0107	0.0129	0.005043418	0.0135	0.0067	0.005896845	0.0087	0.0163	0.0224	0.0126	0.0111	0.0102	0.017	0.005930448	0.016
TAG56:3-FA18:0	TG(56:3)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0101	0.0177	0.003245816	0.019	0.0072	0.006092184	0.004604866	0.0085	0.0179	0.0661	0.0407	0.0209	0.0175	0.0302	0.0114	0.0118
TAG56:3-FA18:1	TG(56:3)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0395	0.0497	0.0387	0.0455	0.0376	0.0339	0.0363	0.0377	0.0586	0.1034	0.0734	0.0653	0.0471	0.0559	0.0402	0.0419
TAG56:3-FA18:2	TG(56:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.004827029	0.0134	0.003262157	0.0096	0.0072	0.002927721	0.007698708	0.003928712	0.0134	0.04	0.0256	0.0165	0.0136	0.0249	0.0112	0.0099
TAG56:3-FA20:1	TG(56:3)	FA20:1	1	MUFA	TAG	Neutral_Lipids	0.0088	0.015	0.0097	0.0044201	0.009	0.0078	0.006522497	0.009	0.0258	0.0566	0.0407	0.0256	0.0151	0.0276	0.0133	0.0128
TAG56:4-FA18:0	TG(56:4)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0112	0.019	0.0074	0.0233	0.0112	0.006111103	0.007533602	0.005098242	0.0174	0.09	0.0507	0.0258	0.0297	0.0483	0.016	0.0151
TAG56:4-FA18:1	TG(56:4)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0158	0.0295	0.013	0.02	0.0147	0.0068	0.011	0.004127304	0.0412	0.1429	0.0961	0.0405	0.0359	0.0556	0.0233	0.0217
TAG56:4-FA18:2	TG(56:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0091	0.0208	0.01	0.0128	0.0087	0.002315788	0.007058088	0.0086	0.0243	0.091	0.0475	0.0255	0.028	0.0574	0.0208	0.016
TAG56:4-FA20:1	TG(56:4)	FA20:1	1	MUFA	TAG	Neutral_Lipids	0.0092	0.0175	0.003487156	0.012	0.0113	0.003772319	0.004686891	0.0077	0.0172	0.0717	0.0338	0.0221	0.0192	0.028	0.0095	0.0124
TAG56:4-FA20:2	TG(56:4)	FA20:2	2	PUFA	TAG	Neutral_Lipids	0.004862082	0.0207	0.0098	0.0163	0.0096	0.003606592	0.003036131	0.004228974	0.0195	0.0835	0.0556	0.0262	0.029	0.0367	0.018	0.0134
TAG56:5-FA16:0	TG(56:5)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0073	0.008147988	0.0061	0.0127	0.0084	0.005	0.004764193	0.005020983	0.0128	0.0584	0.0302	0.016	0.0148	0.0266	0.0104	0.0083
TAG56:5-FA18:0	TG(56:5)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0099	0.0196	0.004020149	0.0192	0.0071	0.004449176	0.0079	0.005079758	0.0142	0.0719	0.046	0.0296	0.0227	0.0451	0.0172	0.0122
TAG56:5-FA18:1	TG(56:5)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0145	0.0268	0.0125	0.0272	0.0134	0.007	0.0163	0.0122	0.0364	0.1833	0.0875	0.0494	0.0427	0.0867	0.0273	0.0233
TAG56:5-FA18:2	TG(56:5)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.012	0.0243	0.0074	0.0257	0.0161	0.00305995	0.0129	0.0118	0.0234	0.1381	0.0883	0.0406	0.051	0.0867	0.0379	0.0265
TAG56:5-FA20:2	TG(56:5)	FA20:2	2	PUFA	TAG	Neutral_Lipids	0.005435144	0.0163	0.0039337	0.0177	0.0117	0.0036725	0.0127	0.003656574	0.0148	0.0991	0.057	0.0297	0.0338	0.0572	0.0193	0.0184
TAG56:5-FA20:3	TG(56:5)	FA20:3	3	PUFA	TAG	Neutral_Lipids	0.003401106	0.0126	0.003504401	0.0095	0.004196078	0.004871593	0.008066794	0.0051	0.0179	0.08	0.0496	0.0261	0.0234	0.0426	0.0166	0.0113
TAG56:5-FA20:4	TG(56:5)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0103	0.0196	0.0077	0.0145	0.0082	0.003180466	0.004494133	0.0054	0.0168	0.1034	0.0582	0.0568	0.0272	0.0556	0.0171	0.0078
TAG56:5-FA22:5	TG(56:5)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.0105	0.0146	0.005257692	0.0119	0.004811486	0.002381035	0.0072	0.003727397	0.0114	0.0367	0.0256	0.0184	0.0131	0.019	0.0103	0.0117
TAG56:6-FA16:0	TG(56:6)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0118	0.0237	0.0073	0.0182	0.007	0.003116682	0.004134775	0.0086	0.0207	0.086	0.059	0.0305	0.0248	0.0444	0.0166	0.0153
TAG56:6-FA18:1	TG(56:6)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0099	0.0209	0.0112	0.0194	0.0098	0.003696423	0.014	0.0105	0.0253	0.1245	0.0734	0.0495	0.0367	0.0634	0.0228	0.0176
TAG56:6-FA18:2	TG(56:6)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.004038586	0.03	0.0119	0.0326	0.0142	0.0068	0.0181	0.0133	0.0241	0.1718	0.1119	0.0586	0.0733	0.1282	0.042	0.0347
TAG56:6-FA20:4	TG(56:6)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0142	0.04	0.0126	0.0342	0.0135	0.0074	0.0165	0.0158	0.0403	0.2537	0.1251	0.1508	0.0628	0.1535	0.0322	0.022
TAG56:6-FA22:5	TG(56:6)	FA22:5	5	PUFA	TAG	Neutral_Lipids	0.004765914	0.019	0.0123	0.0192	0.0116	0.003659293	0.0077	0.0076	0.0213	0.0911	0.0579	0.0304	0.0194	0.0429	0.0134	0.0138
